   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
 15.2000;   2.7561;  45.6578;  -3.2958;  14.3012;
 15.2010;   0.8785;  46.1748;  -1.4969;  14.3385;
 15.2020;   0.6575;  46.0139;   0.0557;  14.1695;
 15.2030;   1.8068;  46.4851;   3.1169;  12.8937;
 15.2040;   0.6726;  46.4949;   4.2904;  12.6360;
 15.2050;  -0.6563;  46.9743;   5.9601;  11.5636;
 15.2060;  -0.8155;  47.5915;   6.6070;   8.8965;
 15.2070;  -0.4124;  48.3114;   6.4411;   8.1771;
 15.2080;   0.5915;  51.1817;   9.5922;   8.5433;
 15.2090;   1.1295;  53.0232;  11.5914;   8.0862;
 15.2100;   1.1007;  53.8198;  13.0607;   8.3970;
 15.2110;   0.8002;  54.2398;  14.6908;   8.8512;
 15.2120;   1.5165;  53.2477;  16.0163;   8.2991;
 15.2130;   2.0794;  53.8754;  18.1002;   7.9813;
 15.2140;   0.6998;  54.5037;  16.3483;   7.6363;
 15.2150;  -0.5070;  54.0135;  15.4373;   7.1395;
 15.2160;  -0.4408;  54.9187;  16.7149;   6.7271;
 15.2170;   0.8648;  56.2205;  16.0689;   5.2304;
 15.2180;   1.3360;  57.9510;  17.2371;   4.7490;
 15.2190;   0.6294;  60.1719;  16.5075;   5.5182;
 15.2200;   1.8026;  61.5834;  16.1981;   4.7400;
 15.2210;   3.0010;  61.8512;  18.6795;   4.8577;
 15.2220;   3.3409;  61.4160;  16.7160;   5.9427;
 15.2230;   3.7214;  61.5595;  17.2393;   6.7282;
 15.2240;   2.6859;  62.1043;  19.4702;   8.4142;
 15.2250;   2.7293;  62.0543;  17.1085;   7.8130;
 15.2260;   5.3474;  61.5505;  19.0792;   8.1542;
 15.2270;   6.9735;  61.6617;  22.7657;  11.6303;
 15.2280;   6.7630;  61.5504;  22.2941;  11.0777;
 15.2290;   7.8191;  58.9614;  23.1382;  11.8262;
 15.2300;   9.6265;  55.3378;  24.3790;  15.8102;
 15.2310;   9.6008;  53.9819;  22.4736;  12.9768;
 15.2320;   9.0812;  55.4235;  21.0596;   9.4145;
 15.2330;   8.9119;  56.0126;  23.9941;  11.7217;
 15.2340;   9.3313;  54.6438;  28.6110;  14.1681;
 15.2350;   9.9820;  54.3377;  30.7314;  15.7938;
 15.2360;   9.7893;  53.1949;  30.0521;  17.7570;
 15.2370;  10.0941;  50.3208;  29.4210;  19.2009;
 15.2380;  10.0030;  48.2962;  29.8892;  18.4896;
 15.2390;   9.7510;  46.9853;  29.0449;  17.3635;
 15.2400;  10.0319;  46.3311;  28.2005;  19.4117;
 15.2410;   9.2513;  45.9254;  27.7117;  21.1824;
 15.2420;   9.3921;  45.3598;  26.3528;  22.7176;
 15.2430;   9.6422;  42.9808;  26.8066;  26.1184;
 15.2440;   9.9175;  39.4841;  26.9993;  27.2151;
 15.2450;  11.1830;  38.8788;  25.4428;  27.4592;
 15.2460;  10.1410;  38.2386;  24.6478;  28.6533;
 15.2470;  10.4470;  37.3180;  24.5275;  28.8237;
 15.2480;  12.6527;  37.7281;  24.6019;  29.8388;
 15.2490;  13.0955;  36.0833;  22.1728;  31.5542;
 15.2500;  14.5129;  34.9634;  18.0903;  32.3258;
 15.2510;  14.9262;  33.9686;  15.2941;  32.6455;
 15.2520;  14.3793;  31.9364;  12.7855;  33.3796;
 15.2530;  15.2591;  32.0607;  12.7484;  34.3975;
 15.2540;  15.0540;  31.5206;  14.6933;  34.6269;
 15.2550;  15.2412;  30.7867;  15.6578;  35.1824;
 15.2560;  15.3160;  30.2774;  14.0917;  35.8862;
 15.2570;  14.4439;  27.8566;   8.7570;  35.4419;
 15.2580;  15.0792;  26.3976;   5.6110;  34.9778;
 15.2590;  15.0205;  26.0795;   6.3595;  35.3823;
 15.2600;  13.7973;  25.9965;   6.3606;  35.7816;
 15.2610;  13.3842;  24.5697;   6.6699;  34.2425;
 15.2620;  13.5875;  23.0125;   7.3396;  33.4621;
 15.2630;  13.7709;  23.4804;   6.9054;  34.4600;
 15.2640;  12.6279;  21.1416;   5.9648;  33.4939;
 15.2650;  11.2540;  19.4677;   5.6852;  33.2764;
 15.2660;  11.9143;  19.4841;   6.0198;  33.5283;
 15.2670;  13.3244;  15.2290;   5.7523;  32.4652;
 15.2680;  14.0021;  13.9887;   5.8902;  32.8064;
 15.2690;  13.9776;  15.7592;   5.8016;  32.2861;
 15.2700;  12.9876;  14.4948;   6.0457;  32.3470;
 15.2710;  12.8180;  14.6473;   7.4333;  32.6676;
 15.2720;  13.2931;  14.5097;   6.9073;  30.5526;
 15.2730;  12.8954;  13.2608;   6.7695;  30.3304;
 15.2740;  14.6362;  14.9493;   8.3520;  30.1510;
 15.2750;  15.9534;  16.1318;  10.1798;  29.8778;
 15.2760;  14.9163;  15.4153;  13.0398;  28.8381;
 15.2770;  15.5447;  14.5342;  13.7758;  25.0537;
 15.2780;  14.7273;  13.5093;  13.6025;  25.8418;
 15.2790;  14.5507;  15.2290;  14.9998;  23.1822;
 15.2800;  16.4703;  17.7585;  15.4731;  16.4435;
 15.2810;  14.0467;  16.6006;  16.4104;  20.1963;
 15.2820;  13.0486;  17.1025;  17.9277;  22.7441;
 15.2830;  14.5950;  19.7189;  19.4240;  19.0107;
 15.2840;  13.1871;  18.9438;  21.1120;  18.2824;
 15.2850;  12.5019;  19.1449;  21.5536;  17.2966;
 15.2860;  12.2275;  20.2277;  22.5250;  17.3566;
 15.2870;  12.2943;  18.2285;  22.9086;  17.5403;
 15.2880;  12.7636;  16.3989;  21.2421;  15.5783;
 15.2890;  11.0155;  14.4725;  20.8686;  14.5550;
 15.2900;  10.2987;  12.6159;  22.2657;  13.0822;
 15.2910;  10.6392;  12.5361;  23.2572;  12.4846;
 15.2920;  10.1466;  12.2932;  22.5858;  10.6292;
 15.2930;   9.7373;  12.2099;  22.9817;   6.8440;
 15.2940;   9.7436;  12.2737;  24.8962;   6.8131;
 15.2950;  10.0701;  11.9304;  24.5686;   7.1626;
 15.2960;   9.3143;  11.7188;  24.8023;   6.3066;
 15.2970;   8.5384;  11.8479;  25.8853;   6.4614;
 15.2980;   8.1697;  12.4599;  25.1659;   6.0023;
 15.2990;   7.6850;  12.4796;  26.6450;   5.4191;
 15.3000;   7.7915;  12.5838;  29.1003;   4.9037;
 15.3010;   7.3037;  12.6531;  29.1195;   4.7638;
 15.3020;   8.0282;  11.9203;  29.1275;   4.8876;
 15.3030;   9.3189;  11.5071;  29.9731;   4.7459;
 15.3040;   8.1885;  10.1463;  31.1661;   5.0580;
 15.3050;   7.7420;   8.9854;  31.9772;   4.9445;
 15.3060;   9.0327;   8.5488;  31.7088;   4.6461;
 15.3070;   9.5302;   6.7899;  31.5604;   3.6273;
 15.3080;   8.2019;   6.2875;  33.2796;   2.5717;
 15.3090;   7.4415;   5.7844;  36.2447;   3.6175;
 15.3100;   8.9714;   4.3700;  37.2421;   3.7093;
 15.3110;   9.9708;   5.9569;  37.1211;   2.6400;
 15.3120;  10.0653;   7.4614;  37.5302;   2.6882;
 15.3130;   9.9270;   7.1632;  37.2171;   2.7559;
 15.3140;   9.8677;   7.0194;  37.2549;   2.4982;
 15.3150;  10.5080;   5.5969;  35.8608;   2.1606;
 15.3160;  10.8959;   4.9573;  32.4575;   2.7847;
 15.3170;  11.4593;   5.4654;  31.7116;   3.9320;
 15.3180;  11.4209;   4.3815;  32.4465;   4.9305;
 15.3190;  11.2727;   4.1962;  31.8595;   6.1228;
 15.3200;  11.3209;   5.4434;  29.6599;   5.8194;
 15.3210;  10.5465;   5.6956;  27.0840;   5.8746;
 15.3220;  11.0470;   4.3695;  27.3808;   6.9134;
 15.3230;  10.4554;   2.3413;  27.9354;   7.2065;
 15.3240;  10.2387;   2.6325;  26.8378;   8.4724;
 15.3250;  12.3315;   3.0574;  26.4829;   8.6971;
 15.3260;  11.7694;   2.6179;  27.3055;   8.7479;
 15.3270;  13.3014;   6.1081;  29.9515;  10.9858;
 15.3280;  15.0426;   7.3752;  29.2862;  10.8261;
 15.3290;  12.5611;   4.0279;  24.0569;  10.2852;
 15.3300;  13.9897;   4.5623;  22.9889;  12.8516;
 15.3310;  14.9099;   5.5501;  23.9799;  15.2752;
 15.3320;  13.6059;   4.0192;  23.0239;  16.1504;
 15.3330;  15.4670;   4.1700;  23.4083;  15.7287;
 15.3340;  14.8697;   5.6767;  23.2159;  16.3539;
 15.3350;  14.1285;   7.5090;  22.1657;  17.7017;
 15.3360;  14.9706;   7.5795;  21.9931;  17.2500;
 15.3370;  13.4626;   7.0435;  20.9149;  18.2759;
 15.3380;  12.9383;   6.6450;  19.2248;  19.9837;
 15.3390;  12.0762;   4.1723;  18.1955;  18.9900;
 15.3400;  10.8424;   4.7586;  18.0007;  18.6836;
 15.3410;  12.6396;   7.5797;  17.9064;  21.0028;
 15.3420;  13.6102;   7.7366;  17.6721;  23.7922;
 15.3430;  12.9293;   8.5569;  17.4768;  24.6396;
 15.3440;  13.1132;   9.5176;  16.3394;  24.1086;
 15.3450;  13.0159;   9.9281;  14.8242;  25.1884;
 15.3460;  12.3082;  11.3243;  13.3295;  26.8017;
 15.3470;  12.0636;  12.0291;  12.5874;  27.0322;
 15.3480;  12.6683;  12.7285;  13.6489;  26.8956;
 15.3490;  13.1490;  13.2065;  13.5108;  27.0617;
 15.3500;  12.4093;  12.5573;  12.4334;  28.1906;
 15.3510;  12.4381;  12.0343;  12.6132;  30.0330;
 15.3520;  14.0490;  11.9643;  10.6133;  30.7480;
 15.3530;  14.5470;  12.2088;   6.5899;  30.6622;
 15.3540;  13.5253;  11.9955;   4.4509;  31.5818;
 15.3550;  12.1576;  11.9424;   4.5816;  32.4004;
 15.3560;  11.7782;  12.4420;   6.2129;  32.2403;
 15.3570;  12.8485;  11.8899;   8.1421;  32.8307;
 15.3580;  13.2988;  11.4812;   9.9860;  33.4070;
 15.3590;  13.3543;  12.3936;  11.2070;  33.6012;
 15.3600;  13.7984;  13.2173;  10.4877;  34.1336;
 15.3610;  13.4517;  13.1321;   9.4516;  33.4748;
 15.3620;  12.1336;  12.2774;   8.1488;  33.4026;
 15.3630;  11.5076;  11.8560;   6.0144;  33.9439;
 15.3640;  12.8538;  12.2102;   4.9197;  33.1548;
 15.3650;  12.9706;  12.0131;   3.7637;  33.9446;
 15.3660;  11.9376;  11.9192;   2.9760;  34.4393;
 15.3670;  12.8395;  12.6226;   3.9109;  34.0899;
 15.3680;  13.4064;  12.7039;   5.5607;  36.5855;
 15.3690;  13.9520;  13.2142;   8.2794;  37.9305;
 15.3700;  14.6774;  14.4927;   8.4927;  37.3733;
 15.3710;  13.9909;  13.9486;   6.1111;  37.3558;
 15.3720;  13.9599;  13.5424;   6.3745;  37.8331;
 15.3730;  14.9758;  15.3017;   6.7782;  39.4043;
 15.3740;  16.5702;  15.3118;   5.6372;  38.6731;
 15.3750;  16.9179;  12.6033;   3.9682;  38.0041;
 15.3760;  16.2957;  12.1731;   2.8070;  38.8408;
 15.3770;  15.4163;  14.1021;   4.1988;  37.5646;
 15.3780;  13.1088;  14.1807;   4.2426;  39.0432;
 15.3790;  15.8316;  15.9300;   4.6190;  38.6344;
 15.3800;  19.1060;  19.2122;   7.1221;  34.8235;
 15.3810;  15.5717;  16.9497;   5.7771;  37.9985;
 15.3820;  14.7379;  14.6425;   4.2487;  40.5855;
 15.3830;  14.7309;  15.3379;   3.2982;  39.6183;
 15.3840;  12.7528;  11.8588;  -0.6610;  39.6423;
 15.3850;  13.5856;   8.9021;  -3.5246;  36.9186;
 15.3860;  12.6449;  10.5975;  -5.6652;  37.4949;
 15.3870;  12.2517;  10.2632;  -6.3389;  39.6512;
 15.3880;  12.8304;   8.8300;  -5.2074;  38.0211;
 15.3890;  11.7242;  11.1700;  -4.7832;  39.2102;
 15.3900;  14.0450;  13.0278;  -2.1045;  40.8087;
 15.3910;  16.0875;  11.5355;  -1.4390;  40.1685;
 15.3920;  15.8806;  11.3194;  -4.5498;  39.5335;
 15.3930;  15.6124;  11.6414;  -4.8323;  39.2047;
 15.3940;  13.4979;  10.4251;  -4.2039;  40.0553;
 15.3950;  13.2122;  10.8107;  -3.3635;  40.1397;
 15.3960;  14.9327;  11.3654;  -1.3920;  39.7869;
 15.3970;  15.0996;  11.1512;  -1.4918;  38.8849;
 15.3980;  14.3186;  11.7838;  -1.9176;  38.7566;
 15.3990;  13.7080;  11.6734;  -1.3595;  39.5629;
 15.4000;  13.4608;  11.7970;  -1.9761;  36.0404;
 15.4010;  12.6436;  12.2980;  -4.1721;  33.7813;
 15.4020;  12.7833;  11.5478;  -5.8575;  33.9728;
 15.4030;  14.1977;  11.3112;  -5.2481;  32.6443;
 15.4040;  15.3880;  11.4342;  -4.2564;  34.1742;
 15.4050;  17.3499;  11.0920;  -4.2810;  33.9537;
 15.4060;  17.6716;  11.2595;  -4.7092;  32.4702;
 15.4070;  15.6236;  10.9564;  -4.9144;  33.3285;
 15.4080;  14.8584;  10.1582;  -4.5421;  32.3891;
 15.4090;  15.4706;  10.1175;  -5.1096;  33.1006;
 15.4100;  16.2705;   9.5931;  -6.4205;  32.3937;
 15.4110;  16.9279;   8.6350;  -6.9335;  29.3968;
 15.4120;  17.4040;   9.2537;  -7.4472;  30.3916;
 15.4130;  17.0598;  10.1927;  -8.0829;  30.9088;
 15.4140;  15.8563;   9.8809;  -8.1484;  30.7668;
 15.4150;  16.5725;   9.8643;  -7.5560;  30.9336;
 15.4160;  17.8638;  10.5615;  -7.3057;  30.3876;
 15.4170;  16.9873;  10.4769;  -7.8458;  30.9270;
 15.4180;  17.0864;   9.8479;  -7.5480;  30.4346;
 15.4190;  17.7615;   9.2424;  -8.2011;  30.3718;
 15.4200;  17.0050;   8.5632; -10.3045;  30.2155;
 15.4210;  17.7574;   8.5230; -10.7220;  29.8930;
 15.4220;  18.0854;   7.4783; -11.5949;  31.3585;
 15.4230;  16.9412;   6.2757; -12.0263;  29.8544;
 15.4240;  17.5424;   7.8180;  -9.9136;  27.8254;
 15.4250;  17.0537;   8.2392;  -8.9946;  28.7535;
 15.4260;  15.6767;   7.9304;  -7.9072;  29.9999;
 15.4270;  15.7870;   8.8815;  -8.2232;  30.0098;
 15.4280;  15.7419;   8.3062; -10.9701;  30.4530;
 15.4290;  15.7724;   9.1945; -10.6018;  34.0825;
 15.4300;  13.4857;   9.0576; -12.6066;  31.6683;
 15.4310;  11.1387;   6.5736; -15.5345;  25.6541;
 15.4320;  13.1794;   8.3299; -12.1019;  28.9178;
 15.4330;  14.0722;   9.7275; -11.4311;  31.1219;
 15.4340;  13.6365;   9.0048; -14.1181;  29.5165;
 15.4350;  14.6440;   9.4182; -14.3287;  30.8337;
 15.4360;  15.0105;   9.1138; -14.0031;  30.4353;
 15.4370;  15.5849;   9.1887; -12.3943;  30.1079;
 15.4380;  15.3849;   8.9738; -11.9616;  30.8633;
 15.4390;  14.5059;   9.8682; -13.1549;  30.7493;
 15.4400;  14.9456;  11.2577; -12.9724;  30.2874;
 15.4410;  15.3350;  10.6412; -12.1342;  29.9761;
 15.4420;  15.3258;  12.2277; -10.4935;  31.0680;
 15.4430;  15.5541;  12.8979; -10.9211;  30.4023;
 15.4440;  16.4363;  12.6374; -13.4725;  29.4207;
 15.4450;  16.8809;  14.1221; -14.4967;  29.4435;
 15.4460;  16.6670;  13.2905; -14.9295;  29.1683;
 15.4470;  17.0371;  13.7928; -15.3599;  31.5251;
 15.4480;  16.8545;  14.5125; -15.9380;  31.0831;
 15.4490;  16.2880;  13.9652; -14.8420;  28.6679;
 15.4500;  14.9306;  15.1670; -12.1287;  30.7530;
 15.4510;  13.3223;  14.2281; -12.6301;  31.0153;
 15.4520;  13.6766;  14.2186; -14.7737;  29.0153;
 15.4530;  13.8107;  15.3834; -14.7553;  29.6489;
 15.4540;  13.6434;  15.4568; -13.2820;  31.5218;
 15.4550;  13.9061;  17.6087; -12.4019;  31.7357;
 15.4560;  14.0534;  17.8021; -12.5075;  30.9220;
 15.4570;  15.0690;  16.2816; -12.7910;  31.7291;
 15.4580;  15.2023;  15.2191; -14.2007;  31.2428;
 15.4590;  14.6796;  15.6636; -14.8938;  30.7086;
 15.4600;  14.6196;  19.1212; -14.0833;  31.4200;
 15.4610;  15.5841;  20.1643; -14.1453;  29.9085;
 15.4620;  17.5849;  20.1117; -14.0982;  30.4124;
 15.4630;  15.8190;  19.6636; -15.1295;  31.0296;
 15.4640;  13.4636;  17.6159; -17.2366;  29.6490;
 15.4650;  15.2346;  18.7707; -17.0144;  31.2343;
 15.4660;  14.8618;  20.5986; -16.8468;  30.8647;
 15.4670;  13.0546;  21.6862; -18.2107;  28.9846;
 15.4680;  14.6614;  22.2974; -17.7345;  29.6533;
 15.4690;  15.3131;  22.4008; -16.2550;  29.4178;
 15.4700;  13.9674;  23.6908; -15.7662;  30.4204;
 15.4710;  14.5014;  23.2729; -14.9293;  31.8292;
 15.4720;  14.3910;  23.8548; -15.5298;  30.3743;
 15.4730;  13.9843;  25.1760; -16.5193;  29.4050;
 15.4740;  15.9564;  24.2142; -14.8526;  29.6669;
 15.4750;  15.0311;  24.1344; -14.8294;  30.0253;
 15.4760;  14.1045;  23.7949; -15.2874;  30.2808;
 15.4770;  15.1666;  23.6207; -15.4224;  30.3458;
 15.4780;  12.0900;  22.9654; -17.6943;  30.1625;
 15.4790;  12.9937;  23.6308; -16.1335;  28.6801;
 15.4800;  16.1413;  26.7814; -15.1321;  27.0827;
 15.4810;  11.9729;  24.8191; -18.9590;  27.4487;
 15.4820;  11.0737;  25.0151; -20.0882;  29.9893;
 15.4830;  13.6640;  29.5709; -19.8587;  32.3553;
 15.4840;  12.5322;  29.1192; -19.5752;  31.7850;
 15.4850;  12.3703;  28.3773; -18.9375;  31.4188;
 15.4860;  12.9796;  28.5069; -19.2933;  32.9842;
 15.4870;  12.8530;  28.8716; -18.9930;  31.2504;
 15.4880;  12.3664;  28.5722; -19.1378;  27.7375;
 15.4890;  11.6718;  26.1779; -18.0711;  27.7949;
 15.4900;  11.4391;  27.9283; -17.0949;  27.9910;
 15.4910;  10.0781;  29.8077; -18.3300;  27.1019;
 15.4920;   9.9300;  29.7047; -17.9427;  27.5717;
 15.4930;  11.4787;  30.2538; -17.1181;  26.6917;
 15.4940;  11.1386;  29.3485; -16.8689;  26.0018;
 15.4950;  10.2469;  30.5616; -17.1734;  27.3392;
 15.4960;  10.8663;  31.2506; -17.2651;  26.8563;
 15.4970;  11.6985;  29.6928; -15.6556;  26.6134;
 15.4980;  11.4294;  30.0186; -14.8228;  28.0022;
 15.4990;  11.6517;  30.5112; -13.9402;  27.9978;
 15.5000;  11.8116;  30.7819; -13.6765;  27.6427;
 15.5010;  10.1706;  30.3954; -14.9613;  26.9661;
 15.5020;   9.9272;  30.0541; -18.2552;  25.9383;
 15.5030;  10.8353;  30.1793; -21.3299;  26.2102;
 15.5040;  10.5645;  29.8215; -16.6049;  27.3274;
 15.5050;  10.6866;  30.2963; -13.3835;  28.4818;
 15.5060;  11.2198;  30.3558; -14.7398;  28.2349;
 15.5070;  11.3772;  30.8172; -11.3669;  27.6723;
 15.5080;  10.9448;  30.9219; -11.5611;  28.1933;
 15.5090;  10.6935;  30.3487; -14.6674;  27.8239;
 15.5100;  10.9552;  30.9345; -14.9242;  26.9607;
 15.5110;  10.4100;  30.3604; -14.7436;  26.9399;
 15.5120;  10.0661;  30.9010; -13.6173;  28.3522;
 15.5130;  10.2535;  30.6634; -14.5122;  29.5546;
 15.5140;  10.3282;  28.6732; -12.5639;  28.8117;
 15.5150;  10.7031;  29.7787;  -9.0250;  28.7543;
 15.5160;  10.6780;  29.0801; -10.2199;  27.9845;
 15.5170;  10.4102;  25.3172;  -9.4064;  25.9844;
 15.5180;  10.1365;  21.5649;  -8.2108;  25.7321;
 15.5190;  10.4414;  21.3219;  -8.2203;  25.3368;
 15.5200;  11.8891;  23.4898;  -8.2521;  25.3127;
 15.5210;  12.7234;  20.2815;  -9.2997;  26.2001;
 15.5220;  13.8058;  17.9686;  -8.0907;  26.7178;
 15.5230;  15.9273;  22.1350;  -7.5906;  27.0790;
 15.5240;  16.2103;  36.3085;  -7.0193;  26.0951;
 15.5250;  15.1535;  55.6375;  -6.5958;  25.2854;
 15.5260;  15.1849;  60.1792;  -7.4146;  24.7947;
 15.5270;  15.7383;  58.1594;  -5.2310;  24.2845;
 15.5280;  15.7894;  56.1274;  -3.7763;  22.7420;
 15.5290;  14.2266;  45.5707;  -0.7924;  18.4496;
 15.5300;  10.9523;  33.1877;   3.0351;  15.7806;
 15.5310;   8.6460;  17.8534;   3.6868;  10.8836;
 15.5320;   8.4125;   4.4216;   4.5224;   5.8633;
 15.5330;   9.2325;  -6.9413;  -1.7781;  11.3805;
 15.5340;  10.0302; -24.2370; -14.5233;  18.4567;
 15.5350;   9.8368; -33.2453; -26.2433;  23.7861;
 15.5360;   9.6737; -31.3648; -34.0531;  31.1136;
 15.5370;   9.9844; -21.8510; -33.2269;  36.6537;
 15.5380;  10.7745;  -9.7074; -25.2238;  40.8974;
 15.5390;  12.1491;  -6.4730; -11.0592;  39.3011;
 15.5400;  12.0424;  -2.6533;  -2.0093;  33.5009;
 15.5410;  11.2675;   2.8048;  -2.0377;  24.4345;
 15.5420;  10.7749;   9.3953;  -1.8542;   9.6849;
 15.5430;  10.1638;  22.6805;  -4.6406;   6.4961;
 15.5440;  10.9468;  30.9579;   5.1499;  14.6761;
 15.5450;  11.0494;  34.8661;  26.4002;  16.6792;
 15.5460;  10.5549;  39.9012;  31.5105;  15.8409;
 15.5470;  10.6120;  42.2364;  29.6485;  19.9388;
 15.5480;   8.2049;  39.2089;  22.7414;  26.4204;
 15.5490;   7.2571;  29.0158;  -1.4253;  32.9004;
 15.5500;  10.1774;  15.3273; -27.1477;  40.0142;
 15.5510;  11.5405;   1.9214; -40.3885;  36.4840;
 15.5520;  11.5682;  -0.8116; -48.4805;  22.8684;
 15.5530;  13.1943;   6.8611; -52.4473;  18.1983;
 15.5540;  15.6014;   7.1193; -37.5290;  18.6377;
 15.5550;  17.5074;  -4.6128; -23.8488;  20.7042;
 15.5560;  19.1327; -22.8239; -30.8976;  26.2533;
 15.5570;  20.8204; -30.6187; -30.4306;  30.0860;
 15.5580;  21.9118; -20.6057; -20.0751;  36.8711;
 15.5590;  21.1321;  -7.7747; -13.7910;  39.8839;
 15.5600;  17.7513;   2.2361;  -9.9396;  38.0672;
 15.5610;  13.8402;   6.9608;  -8.3289;  35.6834;
 15.5620;  12.6470;   7.2623;   2.3631;  27.1424;
 15.5630;  14.8804;   0.1808;  17.9963;  25.0786;
 15.5640;  15.2225; -15.6955;  31.1778;  29.7727;
 15.5650;  13.1174; -19.9516;  52.8830;  33.5929;
 15.5660;  16.0810; -16.4723;  69.4441;  40.6263;
 15.5670;  16.7978; -18.6086;  48.1845;  45.6990;
 15.5680;  11.4200; -16.2058;  -6.2766;  51.6149;
 15.5690;  12.3543;  -8.3926; -51.4123;  54.6261;
 15.5700;  16.1877;  -0.8282; -76.7034;  45.1715;
 15.5710;  18.6813;   5.7976; -79.7452;  29.1565;
 15.5720;  22.2135;  19.5902; -43.5122;  15.7288;
 15.5730;  21.7335;  36.2338;  -8.2337;  12.4636;
 15.5740;  19.9794;  37.9631;  -1.2123;  11.4922;
 15.5750;  18.8086;  34.4425;   1.3837;  10.0077;
 15.5760;  16.8996;  34.7550;   0.6178;  13.4284;
 15.5770;  14.6934;  34.7665;  -1.4779;  16.5042;
 15.5780;  12.3644;  32.9325;  -5.9779;  19.5684;
 15.5790;  15.8155;  22.7167; -16.9528;  20.3925;
 15.5800;  17.5301;   7.1707; -21.5013;  26.6876;
 15.5810;  11.9890; -11.2487; -26.0624;  42.7000;
 15.5820;  11.9090; -30.1074; -29.3443;  56.8114;
 15.5830;  16.9361; -38.8141; -21.8852;  71.1987;
 15.5840;  20.1883; -33.7276; -14.9841;  75.2861;
 15.5850;  19.3223; -18.3206;  -7.4469;  66.5624;
 15.5860;  15.0114;  -1.9519;   2.9615;  51.0553;
 15.5870;  12.4209;  17.6354;   3.2026;  23.2136;
 15.5880;  10.7833;  35.8260;  -3.3554;   5.9991;
 15.5890;  10.2920;  40.8386;  -1.9261;   5.3281;
 15.5900;  10.6361;  47.7758;   3.5354;  14.4876;
 15.5910;   9.6347;  50.8709;   3.5275;  32.1294;
 15.5920;   8.6280;  42.1431;  -2.0789;  35.3135;
 15.5930;   8.4068;  41.9728;  -7.6682;  30.6909;
 15.5940;  10.5399;  46.0672;   6.4867;  24.4079;
 15.5950;   9.4558;  48.8901;  35.5158;  12.9904;
 15.5960;   7.4402;  50.6673;  47.5006;   5.9555;
 15.5970;  12.1578;  43.8681;  44.7864;  -1.9423;
 15.5980;  14.8979;  31.6683;  34.2870;   3.8376;
 15.5990;  18.5351;  14.9677;  14.7216;  20.6597;
 15.6000;  23.6923;  -2.7787;   2.8449;  36.8256;
 15.6010;  19.8468; -23.2141;  -5.7804;  64.3757;
 15.6020;  16.8303; -42.5061; -14.0152;  83.9027;
 15.6030;  17.3219; -49.6913; -10.2674;  93.7338;
 15.6040;  16.4263; -55.1291; -16.2609;  94.4375;
 15.6050;  17.8248; -48.2357; -34.5247;  76.0076;
 15.6060;  17.2647; -25.2938; -38.0535;  64.4622;
 15.6070;  13.5578; -10.5703; -29.9277;  56.2194;
 15.6080;  10.0446;   6.4171;  -8.0280;  50.4124;
 15.6090;   6.7198;  30.5313;  27.1944;  59.0493;
 15.6100;   3.3135;  52.7591;  48.3092;  60.8935;
 15.6110;   1.3978;  71.0056;  54.4948;  50.1195;
 15.6120;   1.0818;  66.4848;  53.8600;  32.9732;
 15.6130;  -0.9214;  45.6835;  44.8991;  26.1062;
 15.6140;   1.8489;  29.7939;  30.7429;  33.0939;
 15.6150;   9.7911;  19.5756;   0.5501;  37.2269;
 15.6160;  12.6248;  13.1270; -40.4943;  40.5598;
 15.6170;  13.8111;   3.0941; -60.2291;  31.9088;
 15.6180;  16.7887; -14.3375; -41.6931;  17.8467;
 15.6190;  16.4632; -30.8846; -11.1453;  12.0187;
 15.6200;  11.2422; -27.9562;  -2.2407;   4.4946;
 15.6210;   8.9032;  -1.4922;   5.0209;  10.9827;
 15.6220;  12.6005;  24.8553;  22.9200;  25.1246;
 15.6230;  13.3309;  41.2079;  31.1943;  35.3358;
 15.6240;  14.4690;  45.5737;  33.0080;  50.6647;
 15.6250;  16.1603;  47.4269;  26.9687;  56.1514;
 15.6260;  12.7420;  62.6727;  19.2506;  58.6333;
 15.6270;  11.1250;  68.5930;  28.6917;  55.6755;
 15.6280;   9.5644;  65.4311;  52.4682;  27.2517;
 15.6290;  10.1464;  71.6733;  85.0162;   1.1164;
 15.6300;  12.5904;  73.4978; 108.4105;  -6.9805;
 15.6310;   9.1389;  74.5908; 105.1926; -13.3472;
 15.6320;   7.8456;  59.5049;  66.0044; -15.0242;
 15.6330;   5.4572;  24.3558;  -9.0495;  -1.0281;
 15.6340;   4.6613;  22.5891; -74.6268;  20.7106;
 15.6350;  12.2384;  39.8618; -97.6524;  40.5233;
 15.6360;  12.6285;  46.8080; -80.3774;  60.3710;
 15.6370;  13.9872;  64.4392; -38.2830;  74.1508;
 15.6380;  18.8550;  76.7919; -12.3422;  83.2484;
 15.6390;  12.7297;  84.7771;  -6.0838;  89.1780;
 15.6400;   8.7224;  97.1613;   1.6237;  74.4637;
