   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
 17.6850;  12.0313;  29.4722; -18.9646;  24.0552;
 17.6860;  12.3818;  29.2293; -19.0843;  25.4421;
 17.6870;  14.7914;  30.1196; -18.5193;  25.7580;
 17.6880;  12.5683;  30.2273; -17.5075;  25.6983;
 17.6890;  10.4431;  29.3359; -15.9085;  25.4238;
 17.6900;  10.5712;  26.7732; -16.0374;  24.8510;
 17.6910;   9.9827;  24.8214; -14.9095;  24.7102;
 17.6920;   9.7140;  26.2432; -13.7069;  24.7268;
 17.6930;   9.3233;  27.5439; -15.6551;  23.8683;
 17.6940;   9.1172;  26.8886; -16.5566;  23.7426;
 17.6950;   9.0073;  26.4096; -16.2652;  24.6609;
 17.6960;   9.1540;  26.9068; -16.5104;  24.8472;
 17.6970;  10.0200;  27.5690; -16.6203;  25.1555;
 17.6980;   9.9551;  28.6352; -16.1027;  25.0465;
 17.6990;   9.6906;  29.6423; -13.2566;  24.5068;
 17.7000;   9.7001;  28.5438; -11.5132;  24.9728;
 17.7010;  10.0702;  27.8852; -12.9134;  25.1371;
 17.7020;  10.7574;  28.2345; -13.1152;  25.4577;
 17.7030;  10.4890;  27.3028; -13.1590;  26.0348;
 17.7040;  10.2541;  26.9214; -14.7580;  26.1270;
 17.7050;  10.4771;  25.7445; -14.0083;  26.4290;
 17.7060;  11.0763;  24.1412; -11.4925;  25.9538;
 17.7070;  11.3838;  24.0931; -10.6740;  25.7740;
 17.7080;  10.5153;  23.6317;  -9.3937;  25.8808;
 17.7090;  10.4037;  23.9929;  -8.2846;  25.1787;
 17.7100;  11.0200;  23.7073; -11.2271;  25.6433;
 17.7110;  10.8039;  21.8730; -14.4869;  25.3682;
 17.7120;  10.1650;  21.7220; -14.5030;  24.4323;
 17.7130;  10.6525;  22.1426; -12.4160;  25.1705;
 17.7140;  11.6866;  21.6164;  -9.0278;  25.1446;
 17.7150;  11.3711;  19.1300;  -7.4561;  25.3275;
 17.7160;  11.5850;  17.7577;  -8.1582;  26.0356;
 17.7170;  12.1169;  19.2983;  -8.4219;  25.6871;
 17.7180;  11.9179;  18.7995;  -9.4657;  26.5994;
 17.7190;  12.5017;  18.2047; -10.1054;  27.5481;
 17.7200;  12.3640;  19.0677;  -9.8416;  27.2551;
 17.7210;  12.5807;  18.9026; -12.5106;  26.8947;
 17.7220;  13.7737;  17.4682; -12.5193;  26.0629;
 17.7230;  13.0356;  14.8367;  -8.3909;  26.2829;
 17.7240;  12.2603;  14.6169;  -8.6187;  26.8585;
 17.7250;  12.9020;  14.7689;  -8.5169;  25.8699;
 17.7260;  13.4192;  13.1234;  -7.6214;  25.8555;
 17.7270;  13.6274;  12.9343; -11.2468;  27.1073;
 17.7280;  13.6608;  12.1063; -12.2797;  26.9147;
 17.7290;  13.3458;  11.8764; -12.5666;  26.6223;
 17.7300;  13.6069;  11.6698; -12.6264;  28.3216;
 17.7310;  14.3389;  10.0641;  -8.5777;  28.8941;
 17.7320;  13.4989;  11.3372;  -6.9892;  26.7407;
 17.7330;  13.1431;  11.0495;  -4.8908;  24.8892;
 17.7340;  13.0566;   9.1774;  -4.1309;  24.4883;
 17.7350;  11.0234;  10.0140;  -7.9723;  25.1165;
 17.7360;  10.8815;   8.5290;  -6.5050;  25.6504;
 17.7370;  11.7331;   6.1599;  -4.3722;  26.1841;
 17.7380;  12.6587;   7.5494;  -4.2447;  27.6790;
 17.7390;  14.3551;  10.5621;  -2.2271;  27.6494;
 17.7400;  13.6454;  12.5066;  -1.7306;  26.5114;
 17.7410;  14.0494;  11.9794;   0.0439;  26.0603;
 17.7420;  14.8196;   9.2023;   0.6211;  25.1246;
 17.7430;  14.1073;   7.7626;  -0.9740;  25.1442;
 17.7440;  16.8384;   8.7018;  -0.6866;  26.0829;
 17.7450;  18.8148;   8.7791;  -0.7048;  26.2743;
 17.7460;  18.6843;  11.8861;   1.3051;  27.4339;
 17.7470;  19.4111;  19.1409;   3.0120;  30.3055;
 17.7480;  18.0840;  28.1214;   2.1541;  28.9981;
 17.7490;  14.4843;  41.7742;   0.8045;  18.4216;
 17.7500;  10.5479;  48.7236;  -0.5618;   6.7374;
 17.7510;  10.2959;  43.8780;   7.3441;  -0.0074;
 17.7520;  11.9880;  37.7900;  18.2022;  -3.3649;
 17.7530;  11.0644;  26.3617;  16.5092;  -0.4665;
 17.7540;  10.7571;   9.0862;   8.4912;   3.5772;
 17.7550;  10.5353;  -8.4568;  -2.7106;   6.8416;
 17.7560;  11.0367; -25.8817; -18.3350;  16.2202;
 17.7570;  12.4419; -36.9062; -28.8027;  24.3483;
 17.7580;   9.7513; -36.8321; -32.2750;  29.0028;
 17.7590;   8.1862; -25.9540; -31.6877;  36.9501;
 17.7600;  12.0181; -11.0631; -21.0358;  45.2873;
 17.7610;  17.1677;   2.8697;  -7.6781;  56.1473;
 17.7620;  20.2399;  13.4791;  -8.0887;  64.9172;
 17.7630;  19.6584;  13.6980; -11.5874;  55.6047;
 17.7640;  17.9484;   9.2705;  -7.9252;  38.8043;
 17.7650;  16.9496;   4.0603;  -6.8465;  33.1339;
 17.7660;  17.1141;  -3.6562;  -7.2471;  30.8834;
 17.7670;  17.7310;  -7.6472;  -6.8709;  29.9234;
 17.7680;  17.6208; -10.2075;  -8.1702;  35.3634;
 17.7690;  18.0624; -10.6730;  -8.1068;  39.7284;
 17.7700;  17.5584;  -7.1946;  -6.9579;  45.9674;
 17.7710;  17.3060;  -0.7730;  -5.5059;  52.5223;
 17.7720;  18.0843;  15.5403;  -3.8243;  48.4762;
 17.7730;  17.4304;  36.0207;  -1.5120;  39.9061;
 17.7740;  18.0994;  48.5699;   2.1445;  29.7918;
 17.7750;  18.0346;  49.4932;   4.9588;  21.5335;
 17.7760;  16.1486;  50.1355;   5.8056;  20.6695;
 17.7770;  15.9327;  57.2866;   5.0250;  22.4253;
 17.7780;  14.8986;  51.2385;   4.4905;  26.7788;
 17.7790;  14.7330;  41.1464;   2.5197;  24.7917;
 17.7800;  14.1641;  39.6279;  -1.3994;  21.2802;
 17.7810;   8.7027;  23.2791;  -1.3045;  31.1212;
 17.7820;   4.3533;   4.1690;  -0.4874;  34.4132;
 17.7830;   3.2485;  -1.6196;  -3.8297;  32.6467;
 17.7840;   4.5578;  -8.0135;  -6.3421;  37.2676;
 17.7850;   9.5994;  -8.8167;  -4.9984;  30.3952;
 17.7860;  12.5938;  -2.6018;  -2.7757;  23.2200;
 17.7870;  12.4935;   1.0265;  -2.9583;  25.7980;
 17.7880;  15.4516;   4.8188;  -3.3190;  26.2249;
 17.7890;  18.5702;   3.5741;  -2.8059;  29.1682;
 17.7900;  17.5229;  -7.8283;  -3.3654;  32.7150;
 17.7910;  17.6142; -15.9171;  -4.2983;  35.0950;
 17.7920;  18.9946; -11.6135;  -5.9864;  40.8181;
 17.7930;  17.6195;  -3.3714;  -6.6814;  43.9472;
 17.7940;  16.7528;   5.4854;  -4.3890;  45.0449;
 17.7950;  16.2153;  16.3625;  -0.4922;  44.8216;
 17.7960;  13.9105;  27.7969;   5.1243;  41.5138;
 17.7970;   9.6133;  39.4173;  12.0299;  40.7395;
 17.7980;   2.4181;  44.8872;  13.5794;  40.0598;
 17.7990;  -0.4730;  49.7117;   5.1542;  36.2667;
 17.8000;   4.3415;  59.8331;   3.6914;  33.9193;
 17.8010;   8.8371;  58.0698;  20.8360;  30.8875;
 17.8020;  10.3566;  44.5447;  36.7472;  32.6285;
 17.8030;  11.2962;  34.8312;  40.0719;  40.4072;
 17.8040;   8.7660;  32.6580;  34.5146;  31.1371;
 17.8050;   1.8817;  48.6693;  16.6286;  11.1736;
 17.8060;  -0.0870;  88.5944;  -7.2545;   3.0256;
 17.8070;   3.4448; 127.8993; -19.5589;  -1.8960;
 17.8080;   4.4479; 135.1827; -16.3579;  -6.0615;
 17.8090;   7.0660; 111.7796;  -1.5912; -10.4363;
 17.8100;   9.8578;  79.8702;  22.9035; -14.3310;
 17.8110;   5.3755;  45.8115;  33.6053;  -6.6001;
 17.8120;  -0.9546;   9.3407;  21.9509;   5.8004;
 17.8130;  -1.5280; -27.1884;  20.2821;  28.8873;
 17.8140;   8.7366; -62.8451;  25.6708;  66.6442;
 17.8150;  23.3580; -90.3535;  18.5181; 104.7291;
 17.8160;  28.3030; -107.8889;   9.3079; 135.7236;
 17.8170;  25.3151; -106.9552;  -9.2001; 129.0756;
 17.8180;  21.2497; -62.7806; -38.4514;  85.6436;
 17.8190;  17.7840;   3.0190; -52.6124;  52.7696;
 17.8200;  15.7711;  39.6578; -45.0148;  39.5624;
 17.8210;  15.3740;  51.1754; -11.6814;  32.6448;
 17.8220;  17.3342;  53.8762;  56.1099;  22.6645;
 17.8230;  18.7934;  47.0172; 123.9003;  17.6674;
 17.8240;  16.8464;  45.5665; 154.5237;  26.5859;
 17.8250;  12.6561;  45.1230; 145.4848;  29.6580;
 17.8260;   8.6696;  39.7872;  75.0386;  30.4014;
 17.8270;   5.5744;  41.5335; -25.2034;  37.9470;
 17.8280;   3.0331;  30.1575; -76.7183;  44.9093;
 17.8290;   4.0546;   0.2980; -104.5884;  58.8849;
 17.8300;   5.4763; -17.1351; -112.8648;  74.0010;
 17.8310;   5.5814; -23.0190; -59.2455;  78.4776;
 17.8320;  11.1137; -21.4025; -10.5132;  72.6324;
 17.8330;  14.9960;   3.1119;   1.5485;  60.7133;
 17.8340;  10.2273;  29.1193;  11.9514;  47.4056;
 17.8350;   5.6141;  29.6130;   8.6628;  30.8075;
 17.8360;   7.8534;  19.9176;   2.6664;  20.7516;
 17.8370;  15.2590;  13.6978;  14.1440;  19.9195;
 17.8380;  18.2406;  10.5365;  29.3521;  16.5158;
 17.8390;  14.1411;   3.4853;  33.4074;   6.6925;
 17.8400;  11.7886; -15.2758;  27.0797;  -8.1200;
 17.8410;  12.9619; -23.3271;  22.3308; -10.6334;
 17.8420;  14.9313; -16.3317;   8.0592;   2.7320;
 17.8430;  16.7473; -11.9750; -11.4800;  21.6195;
 17.8440;  18.1061;   2.6162; -17.7573;  43.2608;
 17.8450;  18.1684;  18.7885; -23.8832;  55.3187;
 17.8460;  16.3768;  21.8211; -20.6285;  70.3355;
 17.8470;  16.0207;  25.3859;  -1.1747;  86.3059;
 17.8480;  16.6509;  27.5555;  10.1531;  74.9194;
 17.8490;  16.5557;  30.6505;  16.5170;  61.5804;
 17.8500;  15.6694;  31.0561;  21.9702;  59.9734;
 17.8510;  10.8095;  16.7072;  16.1663;  53.0086;
 17.8520;   7.5086;   4.7751;   5.0945;  45.6836;
 17.8530;  11.8825;   0.0147;  -8.5037;  34.8738;
 17.8540;  15.3457;  -1.8496; -23.0529;  25.0191;
 17.8550;  13.5775;  10.5032; -27.1726;  22.1839;
 17.8560;  11.8767;  30.1934; -19.9454;  16.1746;
 17.8570;  11.0229;  40.4183;   3.4731;  10.4872;
 17.8580;  10.7777;  44.5777;  41.1896;   8.6721;
 17.8590;  11.0293;  53.2257;  59.7453;   8.1566;
 17.8600;  10.8917;  57.6829;  52.2719;   6.7464;
 17.8610;  11.6399;  53.3961;  31.2202;   2.5625;
 17.8620;  10.4333;  49.7004;  -2.8096;  -0.4536;
 17.8630;   8.3276;  41.1858; -24.7175;  -3.9620;
 17.8640;   7.2144;  32.5784; -32.2508; -15.2936;
 17.8650;   3.0202;  46.4358; -35.8477; -29.6201;
 17.8660;   4.2823;  80.6772;  -8.4491; -25.6500;
 17.8670;  10.6358; 109.9046;  42.1679;  -3.3007;
 17.8680;  11.7392; 118.9193;  72.3301;  16.1260;
 17.8690;  14.1356;  93.5259;  65.5601;  38.7782;
 17.8700;  14.0497;  22.3165;  42.8843;  68.5787;
 17.8710;  10.8191; -55.8888;  26.7294;  80.7293;
 17.8720;  16.0568; -107.1733;  24.3856;  71.0782;
 17.8730;  25.4909; -145.4588;  45.9165;  62.6762;
 17.8740;  34.6692; -160.2357;  58.8201;  56.3831;
 17.8750;  36.6725; -128.3647;  32.1076;  41.3086;
 17.8760;  33.1595; -56.6863; -20.4017;  31.6525;
 17.8770;  31.2874;  12.9847; -91.9499;  22.2050;
 17.8780;  23.7985;  46.2903; -127.2216;   0.3965;
 17.8790;  22.7475;  64.7771; -102.1843; -13.0060;
 17.8800;  25.2518;  67.8518; -74.8480; -14.3633;
 17.8810;  18.9463;  41.4642; -35.4303;  -4.3460;
 17.8820;  24.2407;  10.7115;  12.6543;  18.5137;
 17.8830;  30.9456; -14.9466;  20.5026;  40.6680;
 17.8840;  26.9769; -29.4889;   5.8536;  66.6820;
 17.8850;  24.7170; -35.1083;  -3.8125;  84.9122;
 17.8860;  18.7321; -32.9206;   1.0477;  80.6857;
 17.8870;  19.0712;  -9.5231;  10.9887;  60.5724;
 17.8880;  25.6772;   6.0443;   8.7990;  25.1786;
 17.8890;  23.4060;  10.4972;   7.5845;   1.9138;
 17.8900;  22.8606;  27.0292;  12.2614;   2.6193;
 17.8910;  23.0719;  38.6898;  19.7840;   6.9723;
 17.8920;  20.3231;  44.4673;  24.7358;  17.9286;
 17.8930;  21.7240;  48.1600;  21.4602;  38.2060;
 17.8940;  24.0078;  47.2237;  18.1867;  69.1323;
 17.8950;  24.2520;  48.9002;  14.5546;  89.9514;
 17.8960;  21.5102;  51.2129;  14.5954;  73.8823;
 17.8970;  17.3327;  53.0993;  17.7158;  50.6080;
 17.8980;  12.9171;  54.2755;  16.8603;  37.3539;
 17.8990;  11.9051;  57.8725;  17.2302;  24.9857;
 17.9000;  18.4942;  48.1936;  17.2596;  21.1444;
 17.9010;  22.8310;  26.2359;  20.1496;  23.9245;
 17.9020;  21.4077;  29.8287;  23.3465;  25.7349;
 17.9030;  19.2204;  43.2870;  22.2505;  21.6598;
 17.9040;  16.9108;  61.9578;  24.0578;  17.9517;
 17.9050;  14.5010; 101.7077;  23.4590;  19.6700;
 17.9060;   8.1626; 121.8413;  24.8497;  17.0847;
 17.9070;   0.8058; 118.6913;  27.7823;  17.2403;
 17.9080;  -1.0486; 106.0510;  26.5666;  25.8375;
 17.9090;   2.6056;  81.2043;  30.4765;  36.4275;
 17.9100;   9.8669;  65.7219;  31.0834;  45.5961;
 17.9110;  15.1407;  54.1780;  32.0410;  50.9830;
 17.9120;  15.6495;  28.1640;  36.0813;  55.2527;
 17.9130;  13.8290; -15.3166;  35.9120;  46.5260;
 17.9140;  12.6322; -44.0140;  48.3100;  25.5780;
 17.9150;  11.7324; -22.5564;  62.0189;  18.4289;
 17.9160;   9.6205;  16.2935;  64.7861;  23.2872;
 17.9170;   8.5107;  49.4082;  62.0835;  29.8721;
 17.9180;   7.3084;  66.6737;  49.7383;  38.2739;
 17.9190;   7.7073;  56.9472;  41.8276;  43.4980;
 17.9200;   9.4182;  53.5788;  33.8938;  45.8679;
 17.9210;   7.2018;  61.4046;  27.4906;  49.8592;
 17.9220;   7.5443;  71.1778;  28.2203;  58.2010;
 17.9230;  11.4584;  68.2843;  12.2052;  60.5184;
 17.9240;  13.7406;  29.7357;  16.6711;  49.4835;
 17.9250;  14.8665;   3.7089;  53.0156;  37.5458;
 17.9260;  13.3436;  11.1404;  62.0767;  30.4542;
 17.9270;  12.8338;  19.3146;  51.0965;  28.6854;
 17.9280;  12.8924;  26.1431;  36.1649;  28.6379;
 17.9290;  12.6201;  28.7526;  12.5597;  25.3524;
 17.9300;  16.2546;  34.9740;  -2.5260;  26.5980;
 17.9310;  16.7756;  45.5201;  -4.4672;  29.0410;
 17.9320;  13.7218;  56.1161;  11.6599;  28.3419;
 17.9330;  14.0867;  74.0282;  29.1688;  30.4550;
 17.9340;  18.7007;  68.3080;  26.2020;  29.4529;
 17.9350;  24.6108;  51.4497;  16.8285;  27.5019;
 17.9360;  23.8303;  55.1838;   4.0238;  31.1414;
 17.9370;  19.9475;  48.0165;  -6.5265;  28.7262;
 17.9380;  19.2261;  32.7043;  -6.8634;  20.6777;
 17.9390;  17.2001;  24.0753;  -7.9405;  25.9965;
 17.9400;  14.5587;  26.1001;  -5.7853;  45.8431;
 17.9410;  12.6619;  48.2800;  -1.3491;  56.5299;
 17.9420;  11.2501;  44.5534;   0.0946;  45.4710;
 17.9430;  11.8092;  11.4469;   6.2576;  34.2480;
 17.9440;  15.7402;  -0.3060;  13.8135;  41.8101;
 17.9450;  21.4706;  -0.3400;  18.8772;  56.3780;
 17.9460;  23.2378;  -5.9664;  20.7051;  66.2084;
 17.9470;  24.5103;  -6.9668;  15.0782;  67.5637;
 17.9480;  27.4456;   7.2762;   2.7085;  56.8376;
 17.9490;  25.7159;  28.8091;  -9.3666;  45.7269;
 17.9500;  18.9344;  46.0946;  -8.3570;  41.1777;
 17.9510;   8.9581;  65.9529;   8.5441;  36.5154;
 17.9520;   4.4189;  59.4055;  20.6388;  33.1654;
 17.9530;  12.2891;  27.1703;   4.0587;  30.2798;
 17.9540;  22.7223;   7.0930; -11.5233;  28.8313;
 17.9550;  26.4996; -34.7676;  20.7832;  34.9810;
 17.9560;  23.1476; -77.6266;  65.2952;  40.9521;
 17.9570;  16.6878; -57.5880;  72.7391;  38.9298;
 17.9580;  12.1436; -21.4324;  27.7219;  31.9831;
 17.9590;  13.0691; -11.9955; -62.1242;  27.9298;
 17.9600;  18.5027; -18.8486; -96.5516;  31.1413;
 17.9610;  20.8213; -33.3742; -40.0832;  33.3043;
 17.9620;  19.6005; -41.5772;  -4.2194;  29.6970;
 17.9630;  18.2225; -37.2129;  -6.6584;  25.6539;
 17.9640;  16.4899; -15.7048;   1.4755;  23.7113;
 17.9650;  16.6557;   5.2049;   4.4854;  22.9365;
 17.9660;  16.1158;   9.7683;   0.8971;  22.0721;
 17.9670;  15.3431;  14.9539;  -0.3687;  22.2622;
 17.9680;  17.8659;  17.7069;  -2.1857;  22.7304;
 17.9690;  18.4483;  18.6878;  -3.3341;  21.6383;
 17.9700;  17.9225;  23.1820;  -6.0214;  20.9028;
 17.9710;  18.7537;  22.4532;  -3.3675;  19.9008;
 17.9720;  18.3634;  25.9155;   0.5932;  20.1284;
 17.9730;  20.1844;  30.0988;  -0.3145;  23.1651;
 17.9740;  22.2561;  30.5615;   0.8799;  23.9385;
 17.9750;  20.2352;  32.2523;  -0.2580;  23.0616;
 17.9760;  19.6696;  30.0854;  -2.7472;  22.8612;
 17.9770;  19.5630;  37.7538;   2.6795;  23.0401;
 17.9780;  17.0417;  54.7300;  15.0007;  25.5945;
 17.9790;  20.1027;  65.7549;  25.3221;  25.2688;
 17.9800;  24.1591;  69.0293;  25.9257;  22.7872;
 17.9810;  19.7011;  58.3936;  20.9052;  26.0013;
 17.9820;  16.9957;  46.8350;  15.5089;  27.0630;
 17.9830;  19.1018;  39.3486;  11.3696;  25.2343;
 17.9840;  18.7060;  21.6538;   8.4699;  28.0654;
 17.9850;  19.3948;   5.1721;   2.6972;  29.0465;
 17.9860;  20.2811;  -6.0320;  -5.8588;  28.5326;
 17.9870;  18.4192; -13.3941; -13.4844;  27.6281;
 17.9880;  18.2774;  -5.4074; -16.1697;  24.9121;
 17.9890;  18.8169;   8.8380; -17.4373;  26.3790;
 17.9900;  17.2051;  17.0583; -15.9735;  24.1723;
 17.9910;  16.1416;  20.2241;   3.5938;  20.5544;
 17.9920;  17.9173;  24.0152;  31.3138;  26.1239;
 17.9930;  19.1318;  42.2481;  42.7636;  29.0087;
 17.9940;  16.8613;  72.5749;  37.7795;  29.8968;
 17.9950;  14.1526;  88.5900;  27.6102;  33.0216;
 17.9960;  12.3432;  84.0184;  22.8318;  31.8291;
 17.9970;  10.5475;  79.5127;  25.8408;  32.3259;
 17.9980;   6.7032;  75.9970;  29.0365;  31.5924;
 17.9990;   1.2479;  60.6760;  26.8779;  27.2227;
 18.0000;   3.8513;  32.9967;  25.3900;  27.0673;
 18.0010;  13.3964; -12.6763;  30.1676;  26.7918;
 18.0020;  16.2723; -56.6718;  30.7715;  24.9844;
 18.0030;  14.7451; -52.2272;  26.7969;  25.5191;
 18.0040;  15.6867; -15.5284;  25.1180;  27.9855;
 18.0050;  14.8589;   4.7284;  22.1422;  29.0335;
 18.0060;  13.2234;  10.8597;  22.2467;  27.6075;
 18.0070;  13.0699;  12.4739;  22.6973;  29.2660;
 18.0080;  11.7333;  11.6871;  17.4490;  30.6864;
 18.0090;  11.2837;  18.3939;  14.9909;  30.1474;
 18.0100;  11.9058;  25.1701;  15.5266;  32.6331;
 18.0110;  12.8369;  28.4252;  13.9094;  32.1789;
 18.0120;  14.6785;  30.7014;   9.3554;  28.5411;
 18.0130;  13.7871;  29.4069;   6.8697;  27.9516;
 18.0140;  14.1604;  29.0873;  13.2462;  28.5283;
 18.0150;  17.5944;  26.8033;  24.9981;  28.5991;
 18.0160;  17.8844;  23.8992;  36.6343;  29.9148;
 18.0170;  18.6380;  24.8715;  39.9699;  31.3004;
 18.0180;  19.5998;  24.8033;  34.3528;  29.6909;
 18.0190;  19.7083;  26.4523;  31.7033;  29.7001;
 18.0200;  23.4746;  26.9017;  33.3490;  32.5132;
 18.0210;  24.2295;  25.2433;  40.1484;  33.0993;
 18.0220;  22.8865;  24.6649;  53.8529;  33.6785;
 18.0230;  24.8830;  22.6107;  63.3858;  34.1700;
 18.0240;  26.5663;  24.5543;  60.7343;  34.9216;
 18.0250;  29.2140;  21.5688;  50.1446;  36.1690;
 18.0260;  28.9233;  16.6691;  35.1852;  34.5099;
 18.0270;  25.8055;  24.8865;  13.6833;  33.0417;
 18.0280;  25.4699;  29.5619;  -0.3157;  32.0541;
 18.0290;  22.0683;  37.4670;   6.1251;  34.1187;
 18.0300;  20.7147;  55.3336;  16.1806;  39.4036;
 18.0310;  23.4807;  57.5468;  20.7754;  39.9496;
 18.0320;  20.5779;  50.4272;  26.3680;  39.0234;
 18.0330;  19.5087;  44.4894;  31.6201;  36.8547;
 18.0340;  22.9263;  34.8120;  32.8925;  32.2198;
 18.0350;  24.3073;  21.8809;  31.3638;  28.7605;
 18.0360;  25.6106;  12.3697;  31.2936;  24.9974;
 18.0370;  25.7456;  20.1916;  28.5428;  21.3061;
 18.0380;  25.7548;  31.5041;  27.4271;  11.5729;
 18.0390;  26.5918;  35.3045;  37.2869;   2.3556;
 18.0400;  25.5723;  44.7777;  43.9419;   5.3628;
 18.0410;  23.7528;  51.9147;  42.7050;  12.0549;
 18.0420;  19.9035;  47.1562;  39.8046;  23.9514;
 18.0430;  17.2652;  26.0560;  24.7243;  35.2844;
 18.0440;  19.3988;  -6.1064;  -4.3741;  40.2110;
 18.0450;  21.0229; -25.5264; -24.7198;  47.6483;
 18.0460;  21.5579; -29.5459; -15.9178;  51.9762;
 18.0470;  23.3877; -25.0349;   2.6554;  62.9666;
 18.0480;  24.8988; -16.8602;   8.9427;  71.0504;
 18.0490;  23.1846;  -9.4435;  16.3833;  51.5874;
 18.0500;  20.1044;   4.1724;  26.9196;  33.0314;
 18.0510;  20.5617;  15.5716;  27.7980;  25.6548;
 18.0520;  20.3161;  18.1878;  14.9107;  20.7119;
 18.0530;  17.9674;  20.1348;  -0.8369;  23.7265;
 18.0540;  18.6559;  17.0634;   1.1296;  28.9793;
 18.0550;  20.5172;  11.9858;  11.4144;  51.0279;
 18.0560;  20.6958;  12.7804;  14.2090;  76.0300;
 18.0570;  17.5149;  16.1696;  14.6313;  70.1756;
 18.0580;  14.3568;  21.4191;  14.1205;  54.3603;
 18.0590;  14.1345;  24.1584;  15.6792;  44.6364;
 18.0600;  12.6499;  22.6101;  17.3085;  39.1627;
 18.0610;  13.3760;  22.4288;  14.6330;  37.1355;
 18.0620;  14.4950;  21.0702;  13.7925;  33.3497;
 18.0630;  11.7379;  19.9065;  13.6776;  34.7707;
 18.0640;  12.2234;  22.7699;  13.6211;  35.8989;
 18.0650;  12.4312;  22.2950;  17.4393;  33.8949;
 18.0660;  10.4392;  19.2080;  20.9151;  34.7818;
 18.0670;  10.8081;  18.9830;  20.2609;  32.2464;
 18.0680;  10.1581;  17.7041;  15.7115;  32.0589;
 18.0690;  10.1367;  14.8206;   5.7710;  33.2591;
 18.0700;   9.9978;  13.2615;  -3.7057;  29.6879;
 18.0710;   8.6899;  14.4588;  -2.5367;  29.5255;
 18.0720;   9.2370;  16.0343;   0.5339;  30.2311;
 18.0730;   9.1613;  15.3814;   0.0830;  30.1909;
 18.0740;   9.7541;  15.3728;   1.6086;  31.9747;
 18.0750;   9.9224;  14.7304;  -3.3426;  32.8402;
 18.0760;   9.7505;  13.7283;  -9.2963;  32.6106;
 18.0770;  10.6844;  13.2569;  -8.7117;  30.9076;
 18.0780;   8.7304;  19.1341;  -8.6233;  30.9297;
 18.0790;  11.3621;  42.8563;  -1.1929;  32.0255;
 18.0800;  14.0563;  59.5750;   9.5588;  32.6231;
 18.0810;   6.5719;  52.0907;  11.6927;  35.8398;
 18.0820;   2.6089;  45.4640;   9.2046;  38.4571;
 18.0830;   2.9617;  36.2468;   3.2962;  40.1380;
 18.0840;   1.1678;  18.0568;  -1.1178;  40.1310;
 18.0850;   3.0106;   2.9402;   0.3358;  38.6826;
 18.0860;   6.6680; -16.5781;   7.0433;  40.4771;
 18.0870;   9.5562; -32.8117;  14.8096;  39.3327;
 18.0880;  10.7202; -31.0746;  16.5760;  35.3541;
 18.0890;  11.0157; -16.7065;  17.4071;  33.7652;
 18.0900;  12.0912;  -0.0644;  15.1028;  32.0443;
 18.0910;  11.8677;   9.6874;   8.3065;  32.5975;
 18.0920;  12.9392;  15.7627;   7.3863;  34.2740;
 18.0930;  13.7380;  17.3520;   5.6513;  35.5236;
 18.0940;  11.7047;  13.6895;  -0.6428;  37.1082;
 18.0950;   7.9883;  10.4841;  -5.0845;  35.4793;
 18.0960;   3.2533;  -0.1600;  -7.4956;  34.2072;
 18.0970;   5.9541;  -6.4194;  -9.1165;  33.4597;
 18.0980;  13.8400;   3.7422; -13.9092;  31.1900;
 18.0990;  16.0407;  11.0668; -16.2097;  32.0600;
 18.1000;  15.3333;  12.8039;  -8.5909;  33.5856;
 18.1010;  14.1081;  14.3666;   1.2459;  34.1836;
 18.1020;  12.5605;  13.5900;   2.0066;  34.7157;
 18.1030;  11.7922;  13.9105;  -7.0702;  32.9073;
 18.1040;  10.6015;  13.7128; -12.8580;  30.0486;
 18.1050;  11.5266;  14.1024; -13.6281;  26.3853;
 18.1060;  13.7325;  15.5571; -10.2262;  26.1955;
 18.1070;  13.8544;  15.0141;  12.8223;  32.6790;
 18.1080;  13.1953;  14.6004;  40.4307;  38.2650;
 18.1090;  13.0767;  14.1324;  42.7146;  40.5248;
 18.1100;  13.3099;  13.7710;  35.1170;  39.6743;
 18.1110;  13.5373;  12.3743;  37.6330;  34.5899;
 18.1120;  13.4874;  10.4134;  37.0447;  30.6416;
 18.1130;  13.1197;  11.0993;  27.6447;  29.1795;
 18.1140;  13.4777;  10.9754;  19.5998;  28.6286;
 18.1150;  13.5736;  10.4024;  16.3207;  30.1603;
 18.1160;  11.9269;  10.3159;  18.0718;  31.8542;
 18.1170;  11.9202;   9.5674;  19.5323;  32.6252;
 18.1180;  13.1413;  10.1856;  16.1523;  32.6241;
 18.1190;  12.6750;   9.7019;  11.4748;  31.7386;
 18.1200;  13.0866;   8.8066;   6.7713;  31.5955;
 18.1210;  13.9805;   8.7225;   5.5490;  32.2230;
 18.1220;  12.9174;   8.1893;   5.1263;  33.0766;
 18.1230;  12.0315;   8.9442;   2.6303;  33.1380;
 18.1240;  13.0033;   9.2928;   7.1119;  32.1399;
 18.1250;  14.2559;  10.3779;  13.9779;  32.6202;
 18.1260;  13.7825;  11.1370;  15.3921;  33.6082;
 18.1270;  11.8852;   8.4115;  11.6281;  33.2519;
